customer_key,customer_name,segment,loyalty_tier,signup_date,geography_key
509,Margaret Davis,Consumer,Gold,2025-01-25,31
510,Yuki Brown,Consumer,Gold,2024-05-17,28
511,Jennifer Martinez,Consumer,Silver,2024-09-20,27
512,James Jackson,Consumer,None,2024-04-30,34
513,Susan Thompson,Consumer,None,2025-02-22,21
514,Amara Rodriguez,Consumer,None,2025-07-02,17
515,Sarah Perez,Consumer,Gold,2024-07-27,26
516,Priya Garcia,Consumer,None,2025-07-26,24
517,Karen Jackson,Small Business,Gold,2025-02-11,23
518,Linda White,Small Business,Platinum,2025-04-02,15
519,Michael Miller,Small Business,Gold,2025-02-14,33
520,Sofia Thompson,Consumer,Silver,2024-06-13,4
521,Jennifer Clark,Enterprise,None,2025-04-27,10
522,John Rodriguez,Consumer,None,2025-01-14,15
523,Matthew Robinson,Small Business,None,2025-09-20,26
524,Liam Johnson,Consumer,None,2025-10-17,12
525,Carlos Martinez,Small Business,Silver,2024-02-04,13
526,Joseph Martin,Consumer,None,2025-11-21,11
527,James Garcia,Small Business,None,2024-10-09,6
528,Betty Gonzalez,Consumer,Silver,2025-06-14,13
529,Jennifer Moore,Enterprise,None,2025-07-26,19
530,Sarah Davis,Enterprise,Silver,2025-04-10,13
531,Thomas Garcia,Consumer,None,2025-06-02,27
532,Charles Hernandez,Enterprise,Gold,2025-06-09,8
533,Yuki Rodriguez,Consumer,Gold,2025-01-21,29
534,Nancy Harris,Consumer,Silver,2025-11-28,30
535,Mary Thomas,Consumer,Silver,2024-09-21,8
536,Joseph Perez,Consumer,None,2024-11-19,15
537,Aisha Smith,Consumer,None,2024-09-11,17
538,Nancy Williams,Consumer,None,2025-05-02,12
539,Yuki Rodriguez,Enterprise,None,2025-11-30,12
540,Richard Davis,Consumer,None,2024-09-28,16
541,Jessica Clark,Small Business,None,2024-06-08,23
542,Jennifer Perez,Consumer,Gold,2025-09-20,32
543,Robert Ramirez,Consumer,Silver,2025-01-15,31
544,Yuki Ramirez,Consumer,Gold,2025-05-17,18
545,Fatima Rodriguez,Small Business,None,2024-08-15,26
546,Carlos Sanchez,Enterprise,None,2025-05-04,28
547,Daniel Gonzalez,Enterprise,Silver,2025-04-13,12
548,Sandra Hernandez,Small Business,None,2024-01-13,1
549,Michael Hernandez,Small Business,None,2025-09-19,24
550,Thomas Davis,Enterprise,None,2025-04-27,18
551,Barbara Thomas,Consumer,Gold,2024-08-03,28
552,Lisa Ramirez,Consumer,Silver,2024-10-13,26
553,Yuki Perez,Small Business,Gold,2024-04-12,15
554,Diego Wilson,Consumer,Platinum,2024-07-19,25
555,Elizabeth Thomas,Consumer,None,2024-06-29,1
556,Carlos Moore,Consumer,Silver,2025-05-13,21
557,Yuki Johnson,Small Business,None,2024-04-11,26
558,Thomas Thomas,Small Business,None,2025-04-05,7
559,Lisa Moore,Consumer,None,2024-12-18,17
560,Liam Miller,Consumer,Silver,2024-10-18,12
561,Wei Harris,Consumer,None,2024-03-21,29
562,Elizabeth Ramirez,Small Business,None,2025-10-17,11
563,Sofia Jackson,Consumer,None,2024-03-14,26
564,Christopher Hernandez,Consumer,None,2024-09-30,19
565,Mark Harris,Consumer,Silver,2025-08-24,24
566,William Garcia,Small Business,Silver,2024-05-08,2
567,Jennifer Miller,Consumer,None,2025-02-10,11
568,Priya Moore,Small Business,Silver,2024-01-27,4
569,Jennifer Brown,Consumer,Silver,2025-09-24,17
570,Matthew Martinez,Small Business,None,2024-09-10,15
571,David Jones,Consumer,Silver,2024-06-23,34
572,Christopher Ramirez,Enterprise,Silver,2025-04-23,31
573,Sarah Moore,Enterprise,Silver,2024-05-18,29
574,Barbara Jackson,Small Business,Gold,2025-10-08,30
575,Margaret Taylor,Consumer,None,2024-12-21,20
576,Jennifer Anderson,Consumer,None,2025-01-09,20
577,James Smith,Consumer,Silver,2024-05-19,34
578,James Thompson,Consumer,Gold,2025-05-03,32
579,Charles Martin,Consumer,None,2024-01-08,15
580,Diego Wilson,Consumer,Silver,2024-09-12,26
581,Matthew Clark,Consumer,None,2024-08-13,25
582,Jessica Taylor,Consumer,Silver,2024-10-18,18
583,Sarah Wilson,Consumer,None,2024-03-11,13
584,Sandra Martin,Small Business,Silver,2024-10-05,29
585,Christopher Smith,Enterprise,None,2024-02-20,10
586,Michael Martinez,Small Business,Silver,2024-05-08,18
587,Joseph Williams,Consumer,None,2024-01-16,10
588,Karen Sanchez,Consumer,Gold,2025-01-15,32
589,Nancy Williams,Consumer,None,2024-02-27,10
590,Aisha Thomas,Small Business,None,2024-07-15,12
591,Matthew Clark,Enterprise,Silver,2024-05-04,1
592,Matthew Harris,Small Business,None,2024-09-10,29
593,Sandra White,Small Business,None,2025-06-17,7
594,Matthew Perez,Consumer,Silver,2024-11-26,20
595,Diego Taylor,Consumer,None,2024-09-16,8
596,Lisa Lewis,Consumer,None,2025-11-13,4
597,Margaret Hernandez,Small Business,Silver,2024-06-20,1
598,Betty Sanchez,Enterprise,Silver,2024-01-10,16
599,Priya Thompson,Small Business,None,2025-01-15,10
600,Wei Williams,Consumer,None,2025-10-02,22
601,Elizabeth Thompson,Consumer,None,2024-05-08,7
602,Diego Sanchez,Small Business,None,2025-03-25,23
603,Matthew Lopez,Small Business,Silver,2024-09-13,9
604,Mark Moore,Small Business,None,2025-07-09,19
605,Barbara Moore,Small Business,None,2024-11-27,23
606,Liam Robinson,Consumer,None,2024-03-11,11
607,Thomas Moore,Consumer,Silver,2025-04-09,24
608,Matthew White,Consumer,None,2024-01-20,12
609,Sofia Davis,Small Business,Silver,2024-03-05,21
610,Matthew Miller,Consumer,Silver,2025-11-30,34
611,Sofia Martinez,Consumer,None,2025-02-23,21
612,Carlos Perez,Small Business,None,2024-02-14,5
613,Robert Miller,Consumer,None,2025-05-12,7
614,Matthew Perez,Consumer,Silver,2025-06-22,32
615,Patricia Lopez,Small Business,None,2025-09-12,15
616,Susan Lee,Consumer,Silver,2024-03-22,32
617,Lisa Moore,Small Business,None,2025-01-12,27
618,Sofia Rodriguez,Small Business,Gold,2024-02-11,34
619,John Miller,Consumer,None,2024-04-09,34
620,Matthew Miller,Small Business,Silver,2025-06-22,13
621,Barbara Moore,Small Business,Silver,2024-04-18,27
622,Sandra Thompson,Consumer,None,2024-04-16,28
623,Betty Taylor,Consumer,Platinum,2025-11-04,22
624,Mark Robinson,Consumer,Platinum,2024-11-18,23
625,Lisa Wilson,Consumer,Silver,2024-11-27,28
626,Susan Gonzalez,Enterprise,None,2025-01-03,17
627,Betty Smith,Consumer,Silver,2024-10-18,3
628,Karen Smith,Consumer,None,2024-08-15,20
629,Sarah Robinson,Consumer,Silver,2025-07-23,33
630,Michael Johnson,Consumer,None,2024-12-30,30
631,Amara Davis,Small Business,None,2024-09-19,15
632,Betty Jackson,Small Business,Gold,2024-03-20,14
633,Barbara Thomas,Consumer,None,2025-09-01,7
634,Yuki Gonzalez,Enterprise,None,2024-02-27,6
635,Margaret Wilson,Small Business,Gold,2024-08-20,8
636,James Lee,Consumer,None,2024-02-25,25
637,Aisha Jackson,Consumer,None,2024-11-30,10
638,Patricia Perez,Small Business,Silver,2025-04-01,26
639,Jennifer Davis,Small Business,None,2024-10-23,28
640,Nancy Williams,Small Business,Silver,2025-08-08,31
641,Thomas Williams,Consumer,Silver,2025-05-28,26
642,David Thomas,Consumer,Silver,2025-05-14,13
643,Diego Martin,Consumer,None,2024-09-09,34
644,Margaret Hernandez,Small Business,None,2024-04-25,6
645,Daniel Miller,Consumer,None,2024-12-18,21
646,Karen Garcia,Small Business,Gold,2025-09-23,23
647,Sofia Jones,Enterprise,None,2024-02-15,29
648,Lisa Jones,Small Business,None,2024-04-25,6
649,Sofia Robinson,Consumer,Silver,2024-10-21,10
650,Linda Martinez,Consumer,None,2025-04-27,29
651,Aisha Miller,Consumer,None,2025-07-13,14
652,Priya Martin,Consumer,Silver,2025-11-15,10
653,Carlos Johnson,Consumer,None,2024-06-23,17
654,Sofia Rodriguez,Small Business,None,2025-04-21,4
655,Matthew Perez,Small Business,Silver,2025-11-09,18
656,Michael Smith,Consumer,Platinum,2025-10-26,19
657,Fatima Thompson,Consumer,Silver,2024-11-19,7
658,Jennifer Garcia,Enterprise,Silver,2025-05-27,13
659,Mary Johnson,Consumer,Silver,2025-06-26,16
660,William Smith,Consumer,Silver,2025-12-01,23
661,Jessica Taylor,Consumer,Gold,2024-03-04,18
662,Mary Moore,Consumer,Gold,2024-08-18,18
663,David Williams,Enterprise,Silver,2025-06-17,25
664,Joseph Wilson,Consumer,Platinum,2025-08-09,16
665,Liam Hernandez,Consumer,Silver,2025-07-09,29
666,Amara Moore,Consumer,Silver,2024-05-21,13
667,Carlos Robinson,Enterprise,Platinum,2025-03-16,9
668,Elizabeth Lee,Consumer,Silver,2024-11-21,11
669,Linda Garcia,Small Business,Gold,2024-05-29,21
670,Anthony Wilson,Small Business,Gold,2025-03-29,20
671,Sarah Jones,Consumer,None,2024-04-19,13
672,Sofia Martin,Consumer,None,2025-09-12,18
673,Joseph Davis,Consumer,Gold,2025-01-02,2
674,David Taylor,Consumer,Gold,2025-10-27,31
675,Wei Thomas,Consumer,None,2024-06-16,9
676,James Robinson,Consumer,Silver,2025-02-26,18
677,Richard Harris,Consumer,Platinum,2024-03-08,14
678,Mark Ramirez,Small Business,Gold,2024-11-28,32
679,Margaret Gonzalez,Small Business,None,2025-09-14,3
680,Christopher Gonzalez,Small Business,Gold,2025-10-18,34
681,Carlos Brown,Small Business,None,2025-04-12,29
682,Jessica Taylor,Consumer,Silver,2024-02-10,26
683,Patricia Miller,Consumer,None,2025-03-26,19
684,Charles Anderson,Consumer,Gold,2025-03-08,11
685,Carlos Lewis,Small Business,Silver,2025-04-19,10
686,Fatima Brown,Enterprise,Silver,2025-08-22,12
687,David Gonzalez,Consumer,None,2024-11-27,27
688,Amara Lewis,Consumer,None,2025-04-10,13
689,William Thompson,Consumer,None,2024-04-03,8
690,Lisa Williams,Small Business,Platinum,2025-01-28,34
691,Sofia Garcia,Consumer,Gold,2025-07-17,25
692,Nancy Jackson,Small Business,None,2024-06-15,10
693,Patricia Wilson,Small Business,Platinum,2024-11-12,20
694,Charles Lee,Small Business,Platinum,2024-04-30,12
695,James Martin,Consumer,Gold,2024-01-13,17
696,Aisha Sanchez,Small Business,None,2025-09-14,1
697,Amara Perez,Consumer,None,2025-04-09,31
698,Liam Smith,Consumer,Silver,2025-07-14,16
699,Susan Johnson,Consumer,None,2024-05-31,12
700,Elizabeth Ramirez,Consumer,Silver,2025-11-14,3
701,Nancy Robinson,Consumer,Platinum,2024-02-20,6
702,William Perez,Small Business,Silver,2025-09-17,19
703,Yuki Sanchez,Small Business,None,2025-04-11,12
704,Robert Williams,Consumer,None,2024-11-26,20
705,John Harris,Consumer,Silver,2025-07-17,28
706,Linda Thompson,Consumer,Silver,2024-12-03,18
707,Susan Martin,Consumer,Platinum,2024-04-21,4
708,Carlos Williams,Enterprise,Platinum,2025-09-11,31
709,Charles Wilson,Consumer,Platinum,2024-09-22,21
710,Daniel Robinson,Consumer,Silver,2025-09-21,9
711,Wei Thomas,Consumer,None,2025-09-16,12
712,Richard Smith,Consumer,Gold,2024-01-25,8
713,Susan Sanchez,Consumer,None,2025-02-27,27
714,Susan Smith,Consumer,None,2024-10-15,13
715,Karen Taylor,Consumer,None,2024-01-07,21
716,Betty White,Consumer,Gold,2024-06-28,2
717,Priya Robinson,Consumer,Silver,2024-02-06,31
718,Sandra Lewis,Small Business,None,2025-04-18,22
719,Patricia Clark,Consumer,Silver,2024-11-02,34
720,Diego Moore,Consumer,None,2024-08-01,2
721,Daniel Williams,Small Business,None,2024-10-14,10
722,Matthew Lee,Consumer,None,2025-08-07,11
723,Linda Ramirez,Small Business,None,2024-11-18,20
724,Jennifer Thomas,Consumer,Platinum,2025-01-15,16
725,Susan Taylor,Consumer,Gold,2024-06-28,20
726,Richard Robinson,Consumer,Gold,2025-03-30,6
727,Fatima Jones,Enterprise,Silver,2024-12-14,13
728,Carlos Martinez,Small Business,None,2024-05-26,21
729,Carlos Perez,Small Business,Silver,2024-07-29,9
730,Carlos Brown,Enterprise,Silver,2024-11-14,1
731,Liam Ramirez,Consumer,None,2024-12-07,6
732,Carlos Harris,Consumer,None,2024-01-24,20
733,Susan Hernandez,Consumer,Silver,2024-07-16,13
734,Mark Perez,Consumer,None,2024-10-06,8
735,James Martin,Consumer,None,2024-04-14,33
736,Christopher Rodriguez,Consumer,None,2024-10-17,10
737,Karen Martin,Consumer,None,2025-07-07,22
738,Priya Lewis,Consumer,None,2024-04-18,4
739,Betty Garcia,Consumer,None,2025-09-23,29
740,Richard Thompson,Consumer,None,2025-04-21,6
741,Sandra Brown,Small Business,Silver,2024-11-13,30
742,Sandra Thomas,Consumer,Gold,2024-08-17,15
743,Thomas Robinson,Consumer,Gold,2025-02-05,24
744,Nancy Sanchez,Consumer,None,2025-04-09,21
745,Linda Lopez,Small Business,None,2025-04-17,31
746,Daniel Martin,Consumer,Gold,2025-06-04,9
747,Michael Hernandez,Consumer,None,2024-11-05,5
748,Anthony Davis,Consumer,Silver,2025-07-15,16
749,John Hernandez,Consumer,Platinum,2025-08-28,14
750,Yuki Sanchez,Small Business,None,2025-07-11,22
751,John White,Consumer,Silver,2024-04-27,32
752,Diego Brown,Consumer,None,2024-06-29,29
753,Liam Brown,Consumer,Silver,2024-12-01,25
754,Jennifer Miller,Enterprise,Silver,2025-08-17,9
755,James Harris,Consumer,Silver,2025-11-07,10
756,Matthew Martin,Consumer,Gold,2024-07-19,29
757,Karen Jackson,Small Business,Gold,2025-03-21,20
758,Jennifer Jackson,Enterprise,None,2025-09-18,1
759,David Ramirez,Consumer,Silver,2024-03-04,19
760,Patricia Smith,Small Business,Gold,2024-04-22,23
761,Jessica Wilson,Consumer,None,2025-10-02,26
762,Matthew Wilson,Consumer,None,2025-11-09,14
763,Diego Gonzalez,Consumer,Platinum,2025-03-03,24
764,David Jones,Consumer,None,2024-03-14,1
765,Wei Perez,Consumer,Silver,2024-05-19,28
766,Anthony Ramirez,Enterprise,Silver,2025-09-10,30
767,Sandra Taylor,Small Business,None,2025-07-19,28
768,Joseph Garcia,Consumer,Silver,2025-09-11,28
769,Jessica Thompson,Consumer,Silver,2024-10-02,33
770,Lisa Johnson,Consumer,None,2025-08-04,3
771,Amara Thomas,Small Business,Silver,2024-05-25,6
772,Sarah Anderson,Consumer,Silver,2024-03-21,34
773,Jessica Thomas,Consumer,Gold,2025-12-01,5
774,Karen Martin,Consumer,None,2024-12-17,4
775,Sandra Taylor,Small Business,None,2025-08-10,31
776,Charles Martinez,Small Business,Silver,2024-02-06,11
777,Karen White,Consumer,Silver,2024-03-03,17
778,Yuki Johnson,Consumer,Silver,2025-10-01,19
779,David Taylor,Consumer,Silver,2024-10-11,5
780,Sarah Ramirez,Small Business,Silver,2024-01-15,17
781,Amara White,Consumer,Gold,2025-11-05,10
782,Thomas Sanchez,Consumer,Silver,2025-05-11,16
783,Robert Hernandez,Consumer,Gold,2024-05-28,6
784,Wei Harris,Consumer,None,2025-01-27,27
785,William Miller,Consumer,Gold,2024-02-25,23
786,Linda Johnson,Consumer,None,2025-04-20,11
787,Aisha Davis,Small Business,Silver,2025-11-30,25
788,Elizabeth Taylor,Consumer,Gold,2024-01-13,28
789,Matthew Perez,Small Business,None,2025-06-26,21
790,Aisha Lee,Consumer,Silver,2025-03-18,23
791,Sarah Hernandez,Small Business,None,2024-09-30,18
792,Amara Gonzalez,Small Business,Silver,2025-11-22,30
793,Amara Harris,Consumer,Silver,2025-06-16,13
794,Barbara Hernandez,Consumer,None,2025-11-19,1
795,Anthony Brown,Small Business,None,2024-04-16,34
796,Charles Rodriguez,Consumer,None,2024-02-04,13
797,Liam Perez,Consumer,Silver,2025-09-05,14
798,Linda Williams,Small Business,Gold,2025-01-19,9
799,Yuki Sanchez,Small Business,None,2024-04-23,12
800,Sandra Perez,Consumer,Platinum,2025-10-16,5
801,Margaret Thompson,Consumer,None,2024-09-20,21
802,Patricia Gonzalez,Enterprise,None,2024-12-06,25
803,Thomas Garcia,Consumer,Gold,2024-03-12,29
804,Sofia Gonzalez,Consumer,None,2025-10-22,12
805,Margaret Miller,Small Business,None,2025-03-28,7
806,John Williams,Consumer,Silver,2025-04-01,17
807,James Robinson,Consumer,None,2025-11-11,3
808,Nancy Lewis,Consumer,Silver,2025-08-11,26
809,Wei Thomas,Small Business,Gold,2025-02-17,28
810,John Moore,Consumer,Silver,2024-01-04,15
811,Priya Brown,Small Business,None,2024-12-07,23
812,Jennifer Lopez,Small Business,Gold,2024-03-23,22
813,Charles Lee,Consumer,Platinum,2024-06-29,13
814,Richard Martinez,Consumer,None,2024-04-19,25
815,Jennifer Lewis,Consumer,None,2024-07-13,29
816,Amara Davis,Consumer,Silver,2025-02-02,32
817,Karen Thomas,Consumer,None,2024-01-17,29
818,Robert Gonzalez,Small Business,Silver,2024-08-04,8
819,Sandra Perez,Consumer,None,2025-08-16,10
820,Elizabeth Thomas,Enterprise,Silver,2025-04-27,2
821,Jessica Thompson,Consumer,None,2024-01-15,9
822,Karen Clark,Consumer,Gold,2025-04-12,7
823,John Clark,Consumer,Gold,2024-04-26,7
824,Joseph Williams,Consumer,Gold,2025-03-12,13
825,Betty Hernandez,Consumer,None,2025-12-01,8
826,Susan Harris,Consumer,None,2025-08-30,3
827,Sarah Jones,Small Business,Silver,2024-06-21,27
828,Mark Davis,Consumer,Gold,2024-05-16,3
829,Sofia Gonzalez,Small Business,None,2024-01-17,11
830,James Garcia,Consumer,None,2025-10-29,6
831,Priya Thompson,Consumer,None,2024-07-30,9
832,Mark Wilson,Consumer,None,2024-06-27,16
833,Barbara Thompson,Enterprise,Silver,2025-09-18,32
834,Karen Lopez,Consumer,None,2024-01-05,27
835,Carlos Brown,Consumer,Silver,2025-07-06,24
836,Susan Rodriguez,Consumer,None,2024-07-17,4
837,Priya Thomas,Small Business,None,2024-06-12,12
838,Lisa Martinez,Consumer,Silver,2025-03-21,14
839,Sandra Johnson,Enterprise,None,2024-02-23,7
840,Mary Thomas,Consumer,None,2024-04-28,33
841,Mark Jackson,Consumer,Silver,2025-03-05,21
842,Christopher Davis,Consumer,None,2024-11-29,8
843,Anthony Ramirez,Small Business,None,2025-01-19,13
844,Amara Thomas,Consumer,Gold,2025-03-22,4
845,Sandra Garcia,Consumer,Silver,2025-01-17,25
846,Daniel Rodriguez,Consumer,Silver,2024-12-09,13
847,Patricia Rodriguez,Small Business,Silver,2024-04-23,9
848,William Harris,Small Business,Silver,2024-08-13,22
849,Sofia Lewis,Enterprise,Gold,2025-08-14,11
850,Jennifer Wilson,Small Business,None,2025-05-15,34
851,Priya Clark,Consumer,None,2024-10-12,30
852,Jessica Davis,Consumer,Gold,2025-03-20,21
853,Amara Jones,Enterprise,None,2025-03-03,1
854,Priya White,Consumer,None,2024-02-04,33
855,Michael Anderson,Consumer,Gold,2024-09-03,32
856,Anthony Miller,Consumer,Silver,2025-01-02,9
857,Jennifer Smith,Consumer,Silver,2025-11-16,31
858,Yuki White,Consumer,None,2025-04-10,2
859,Betty Garcia,Consumer,Silver,2025-10-03,24
860,John Gonzalez,Consumer,None,2025-06-27,22
861,Sarah Thompson,Consumer,None,2024-03-23,14
862,Patricia Taylor,Consumer,None,2024-02-22,24
863,Sofia Johnson,Consumer,Silver,2025-01-10,24
864,John Moore,Enterprise,None,2024-05-21,14
865,Linda Lee,Small Business,Silver,2025-08-17,31
866,Joseph Hernandez,Consumer,None,2024-09-30,23
867,Patricia Williams,Consumer,Silver,2024-12-19,24
868,Linda Thomas,Consumer,Gold,2025-04-07,19
869,John Miller,Consumer,Gold,2024-03-30,30
870,Charles Williams,Consumer,Silver,2024-06-17,7
871,Wei Jones,Enterprise,None,2025-06-17,14
872,Anthony Perez,Consumer,None,2025-04-30,9
873,Mary Martinez,Consumer,Gold,2024-03-05,13
874,Carlos Lee,Consumer,Silver,2025-02-25,22
875,Christopher Thomas,Consumer,None,2025-07-15,34
876,David Lewis,Small Business,None,2024-06-24,20
877,Lisa Martinez,Consumer,Silver,2024-05-31,4
878,William Martin,Consumer,Platinum,2025-07-02,11
879,Elizabeth Garcia,Consumer,None,2024-04-29,16
880,David Anderson,Consumer,Silver,2025-01-13,17
881,Robert Perez,Consumer,None,2024-12-18,21
882,William Moore,Enterprise,None,2024-05-04,20
883,Wei Harris,Enterprise,None,2025-04-14,10
884,Aisha Taylor,Small Business,Silver,2025-10-24,22
885,Charles Harris,Small Business,Gold,2025-08-01,10
886,Nancy Thompson,Enterprise,None,2025-05-05,8
887,Diego Brown,Consumer,Gold,2024-01-26,20
888,Mark Lopez,Consumer,Silver,2024-11-30,6
889,Amara Taylor,Consumer,None,2024-10-11,15
890,Mark Perez,Consumer,Silver,2025-06-08,6
891,Liam Martin,Enterprise,None,2024-02-27,33
892,Elizabeth Thompson,Consumer,None,2025-01-13,28
893,Daniel Lopez,Small Business,None,2025-04-01,20
894,Mark White,Consumer,Gold,2025-03-29,27
895,Margaret White,Small Business,Silver,2024-05-22,27
896,Elizabeth Miller,Enterprise,Silver,2025-05-01,20
897,Nancy Williams,Consumer,Silver,2024-03-31,25
898,Sarah Wilson,Consumer,Silver,2025-07-23,12
899,David Miller,Consumer,Silver,2025-01-25,12
900,Karen Clark,Consumer,Silver,2025-05-20,20
901,Mary Sanchez,Consumer,Platinum,2024-06-06,1
902,Priya Brown,Consumer,Gold,2025-03-03,19
903,Jessica Smith,Consumer,Platinum,2024-10-10,8
904,Liam White,Consumer,None,2025-08-18,24
905,Thomas Lee,Consumer,Silver,2024-05-02,31
906,Mary Ramirez,Consumer,None,2024-06-15,17
907,Sandra Lewis,Consumer,None,2024-12-31,9
908,Anthony Lee,Consumer,Silver,2024-02-19,23
909,John Taylor,Consumer,None,2025-10-05,13
910,William Moore,Small Business,Silver,2024-11-19,21
911,Karen Rodriguez,Consumer,None,2024-04-08,24
912,Elizabeth Smith,Consumer,Gold,2025-06-14,9
913,Anthony Hernandez,Consumer,Silver,2024-04-14,11
914,Richard Sanchez,Small Business,Silver,2025-06-28,34
915,Linda Wilson,Consumer,None,2024-03-19,30
916,Mary Thomas,Small Business,None,2024-11-15,23
917,Mark Lewis,Consumer,None,2024-12-16,34
918,Linda Davis,Small Business,None,2024-05-25,9
919,Susan Jones,Small Business,Gold,2025-03-11,6
920,John Smith,Consumer,None,2025-03-17,31
921,Fatima Jackson,Consumer,None,2025-04-25,4
922,John Martinez,Small Business,Gold,2024-04-08,1
923,Susan Jackson,Small Business,None,2024-07-08,13
924,Elizabeth Ramirez,Consumer,None,2025-08-16,18
925,Fatima Harris,Consumer,None,2025-06-01,16
926,Amara Harris,Consumer,None,2025-06-25,1
927,Charles Garcia,Enterprise,Gold,2024-04-11,1
928,Priya Lopez,Small Business,None,2025-03-26,12
929,Daniel Gonzalez,Consumer,None,2024-08-07,28
930,Christopher Brown,Consumer,Silver,2024-04-22,30
931,Lisa Thompson,Small Business,None,2025-07-24,19
932,Wei Brown,Consumer,Silver,2024-10-17,25
933,Mark Davis,Enterprise,None,2024-10-24,27
934,John Lewis,Consumer,None,2025-11-26,31
935,Wei Perez,Consumer,Silver,2025-02-09,7
936,Jennifer Brown,Consumer,Silver,2025-02-08,10
937,Michael White,Consumer,None,2024-03-07,11
938,Richard Martin,Consumer,None,2024-05-05,26
939,Wei Rodriguez,Enterprise,None,2025-10-21,18
940,Liam Gonzalez,Consumer,Gold,2025-06-07,32
941,Michael Brown,Consumer,Silver,2025-05-16,17
942,David Smith,Small Business,Silver,2024-02-24,7
943,Mary Garcia,Small Business,None,2025-09-11,25
944,Sofia Martin,Small Business,Silver,2024-03-19,7
945,Wei Sanchez,Consumer,Silver,2024-07-25,30
946,Fatima Rodriguez,Consumer,Platinum,2025-07-07,22
947,Robert Wilson,Consumer,Gold,2025-01-27,8
948,Mark Anderson,Consumer,Silver,2024-02-03,3
949,Karen Lewis,Consumer,None,2025-05-18,11
950,Matthew Thomas,Small Business,Silver,2025-08-05,8
951,Aisha Jackson,Consumer,None,2025-05-02,31
952,Patricia Gonzalez,Consumer,None,2025-05-21,17
953,Daniel Harris,Consumer,Silver,2024-11-24,19
954,David Clark,Small Business,Silver,2024-12-23,24
955,Nancy Gonzalez,Consumer,None,2025-03-14,7
956,Daniel Johnson,Consumer,None,2024-09-10,16
957,Jennifer Robinson,Consumer,None,2024-11-08,5
958,Aisha Hernandez,Small Business,None,2025-04-16,3
959,Fatima Lewis,Consumer,Silver,2024-09-30,27
960,Mary Hernandez,Consumer,Silver,2025-08-07,25
961,Wei Brown,Consumer,Gold,2024-12-10,14
962,Nancy Garcia,Enterprise,None,2025-01-07,20
963,John Clark,Consumer,None,2024-10-21,14
964,Yuki Gonzalez,Small Business,None,2025-10-01,15
965,Amara Brown,Consumer,Gold,2024-10-06,22
966,Priya Wilson,Small Business,Silver,2024-12-21,14
967,Karen Taylor,Small Business,None,2025-03-19,20
968,Anthony Gonzalez,Consumer,Silver,2025-10-01,17
969,Diego Garcia,Small Business,Gold,2025-10-04,2
970,Yuki Thomas,Enterprise,Silver,2025-11-07,14
971,Sandra Rodriguez,Small Business,None,2025-08-02,28
972,Richard Lopez,Consumer,Silver,2024-05-31,30
973,Karen Ramirez,Consumer,Gold,2025-02-24,28
974,John Lee,Consumer,None,2025-02-26,14
975,William Rodriguez,Consumer,None,2025-02-19,16
976,Mary Davis,Consumer,Platinum,2025-04-20,20
977,Margaret Lee,Consumer,None,2024-07-25,3
978,Thomas Sanchez,Consumer,Silver,2025-11-05,18
979,Robert White,Consumer,Gold,2024-01-21,32
980,Christopher Martin,Enterprise,None,2024-03-06,20
981,Lisa Perez,Enterprise,Silver,2025-02-10,6
982,David Davis,Small Business,Platinum,2025-08-07,8
983,Carlos Perez,Consumer,None,2024-09-14,34
984,Liam Brown,Small Business,Silver,2024-12-03,21
985,Jessica Robinson,Consumer,None,2024-08-11,28
986,Sarah Anderson,Small Business,None,2024-09-17,27
987,Aisha Lopez,Consumer,Silver,2024-11-20,8
988,Jessica Rodriguez,Consumer,None,2025-01-06,10
989,Karen Smith,Small Business,None,2025-11-09,3
990,Jessica Rodriguez,Consumer,Silver,2024-11-12,25
991,Linda Moore,Consumer,Gold,2025-03-29,16
992,Betty Robinson,Consumer,Gold,2024-11-04,17
993,Jessica Martinez,Enterprise,Silver,2024-06-13,14
994,Anthony Sanchez,Small Business,Gold,2024-10-07,3
995,Wei Thomas,Small Business,Gold,2024-12-06,27
996,Michael Clark,Consumer,None,2024-09-24,11
997,Liam White,Small Business,Gold,2025-04-09,21
998,Barbara Lee,Consumer,None,2025-10-18,29
999,Karen Hernandez,Consumer,Silver,2024-04-23,6
1000,David Ramirez,Consumer,Gold,2024-11-23,27
1001,David Rodriguez,Small Business,Gold,2025-08-30,12
1002,Richard Williams,Consumer,Gold,2025-01-11,27
1003,Yuki Davis,Enterprise,Silver,2024-01-24,2
1004,Joseph Robinson,Consumer,Silver,2025-04-18,6
1005,William Johnson,Consumer,None,2025-09-24,26
1006,Jennifer Lopez,Consumer,Silver,2025-08-03,11
1007,Margaret Harris,Consumer,None,2025-11-20,30
1008,Susan Miller,Small Business,None,2024-10-21,18
1009,Margaret Ramirez,Consumer,Gold,2025-09-06,14
1010,Richard Wilson,Small Business,None,2025-02-22,12
1011,Thomas Davis,Consumer,Silver,2024-09-11,29
1012,Sandra Williams,Consumer,None,2025-04-25,1
1013,Betty Perez,Small Business,Silver,2025-01-27,14
1014,Thomas Williams,Consumer,None,2025-07-24,7
1015,Jessica Thomas,Enterprise,Platinum,2025-09-12,23
1016,Liam Thompson,Consumer,Silver,2024-01-06,3
1017,Karen Gonzalez,Enterprise,Silver,2024-05-15,24
